DRUG	ENTREZ	NAME	DESC
s-(dimethylarsenic)cysteine	7518	XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4
secobarbital	2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1
secretin	6344	SCTR	secretin receptor
selegiline	4129	MAOB	monoamine oxidase B
selenazole-4-carboxyamide-adenine dinucleotide	3615	IMPDH2	IMP (inosine monophosphate) dehydrogenase 2
seocalcitol	7421	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
sermorelin	2692	GHRHR	growth hormone releasing hormone receptor
sertindole	146	ADRA1D	adrenergic, alpha-1D-, receptor
sertindole	147	ADRA1B	adrenergic, alpha-1B-, receptor
sertindole	148	ADRA1A	adrenergic, alpha-1A-, receptor
sertindole	1813	DRD2	dopamine receptor D2
sertindole	3356	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A
sertindole	3358	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C
sertindole	3362	HTR6	5-hydroxytryptamine (serotonin) receptor 6
sertindole	3757	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2
sertraline	1576	CYP3A4	cytochrome P450, family 3, subfamily A, polypeptide 4
sertraline	3350	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A
sertraline	6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
serum albumin iodonated	259	AMBP	alpha-1-microglobulin/bikunin precursor
serum albumin iodonated	348	APOE	apolipoprotein E
serum albumin iodonated	6289	SAA2	serum amyloid A2
s-ethylisothiourea	339345	NANOS2	nanos homolog 2 (Drosophila)
sevoflurane	2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1
sevoflurane	27032	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1
sevoflurane	2741	GLRA1	glycine receptor, alpha 1 (startle disease/hyperekplexia, stiff man syndrome)
sevoflurane	2890	GRIA1	glutamate receptor, ionotropic, AMPA 1
sevoflurane	3736	KCNA1	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)
sevoflurane	4535	MT-ND1	mitochondrially encoded NADH dehydrogenase 1
sevoflurane	513	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit
s-hexylglutathione	2739	GLO1	glyoxalase I
s-hexylglutathione	2938	GSTA1	glutathione S-transferase A1
s-hexylglutathione	2950	GSTP1	glutathione S-transferase pi
(s)-hmg-coa	3156	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
s-hydroxycysteine	2950	GSTP1	glutathione S-transferase pi
s-hydroxycysteine	8435	SOAT2	sterol O-acyltransferase 2
s-hydroxymethyl glutathione	128	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
sibutramine	6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
sibutramine	6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
sildenafil	5138	PDE2A	phosphodiesterase 2A, cGMP-stimulated
sildenafil	8654	PDE5A	phosphodiesterase 5A, cGMP-specific
simvastatin	1305	COL13A1	collagen, type XIII, alpha 1
simvastatin	1576	CYP3A4	cytochrome P450, family 3, subfamily A, polypeptide 4
simvastatin	189	AGXT	alanine-glyoxylate aminotransferase (oxalosis I; hyperoxaluria I; glycolicaciduria; serine-pyruvate aminotransferase)
simvastatin	2147	F2	coagulation factor II (thrombin)
simvastatin	3156	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
simvastatin	3383	ICAM1	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor
simvastatin	3458	IFNG	interferon, gamma
simvastatin	3569	IL6	interleukin 6 (interferon, beta 2)
simvastatin	3576	IL8	interleukin 8
simvastatin	3689	ITGB2	integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)
simvastatin	387	RHOA	ras homolog gene family, member A
simvastatin	4050	LTB	lymphotoxin beta (TNF superfamily, member 3)
simvastatin	4314	MMP3	matrix metalloproteinase 3 (stromelysin 1, progelatinase)
simvastatin	4318	MMP9	matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)
simvastatin	5054	SERPINE1	serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
simvastatin	5465	PPARA	peroxisome proliferative activated receptor, alpha
simvastatin	5595	MAPK3	mitogen-activated protein kinase 3
simvastatin	5879	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
simvastatin	6347	CCL2	chemokine (C-C motif) ligand 2
simvastatin	650	BMP2	bone morphogenetic protein 2
simvastatin	7124	TNF	tumor necrosis factor (TNF superfamily, member 2)
simvastatin	7422	VEGF	vascular endothelial growth factor
simvastatin	836	CASP3	caspase 3, apoptosis-related cysteine protease
simvastatin	958	CD40	CD40 antigen (TNF receptor superfamily member 5)
sirolimus	2280	FKBP1A	FK506 binding protein 1A, 12kDa
sitagliptin	1803	DPP4	dipeptidylpeptidase 4 (CD26, adenosine deaminase complexing protein 2)
s-methylcysteine	4255	MGMT	O-6-methylguanine-DNA methyltransferase
s-methyl-glutathione	2946	GSTM2	glutathione S-transferase M2 (muscle)
(s)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide	760	CA2	carbonic anhydrase II
s-(n-hydroxy-n-bromophenylcarbamoyl)glutathione	3029	HAGH	hydroxyacylglutathione hydrolase
s-(n-hydroxy-n-iodophenylcarbamoyl)glutathione	2739	GLO1	glyoxalase I
sodium lauryl sulfate	213	ALB	albumin
sodium stibogluconate	7150	TOP1	topoisomerase (DNA) I
sodium tetradecyl sulfate	5624	PROC	protein C (inactivator of coagulation factors Va and VIIIa)
solifenacin	1128	CHRM1	cholinergic receptor, muscarinic 1
solifenacin	1131	CHRM3	cholinergic receptor, muscarinic 3
somatropin recombinant	2690	GHR	growth hormone receptor
somatropin recombinant	5618	PRLR	prolactin receptor
sorafenib	2322	FLT3	fms-related tyrosine kinase 3
sorafenib	2324	FLT4	fms-related tyrosine kinase 4
sorafenib	3791	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)
sorafenib	3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog
sorafenib	5159	PDGFRB	platelet-derived growth factor receptor, beta polypeptide
sorafenib	5894	RAF1	v-raf-1 murine leukemia viral oncogene homolog 1
sorafenib	673	BRAF	v-raf murine sarcoma viral oncogene homolog B1
sorbinil	231	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)
sotalol	3757	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2
sp7343-sp7964	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
sparfloxacin	7153	TOP2A	topoisomerase (DNA) II alpha 170kDa
spermine	26	ABP1	amiloride binding protein 1 (amine oxidase (copper-containing))
spermine	54407	SLC38A2	solute carrier family 38, member 2
spermine	54498	SMOX	spermine oxidase
spermine	6611	SMS	spermine synthase
spermine	6725	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
spermine	81539	SLC38A1	solute carrier family 38, member 1
spermine	89874	SLC25A21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21
sphingosine	51228	GLTP	glycolipid transfer protein
spirapril	1636	ACE	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
spironolactone	185	AGTR1	angiotensin II receptor, type 1
spironolactone	4306	NR3C2	nuclear receptor subfamily 3, group C, member 2
s-p-nitrobenzyloxycarbonylglutathione	2739	GLO1	glyoxalase I
sr11254	5916	RARG	retinoic acid receptor, gamma
sr12813	8856	NR1I2	nuclear receptor subfamily 1, group I, member 2
sri-9439	573971	NoName	NoDesc
sri-9662	573971	NoName	NoDesc
(s)-rolipram	5142	PDE4B	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)
(s)-rolipram	5144	PDE4D	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)
s,s-(2-hydroxyethyl)thiocysteine	5142	PDE4B	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)
s,s-(2-hydroxyethyl)thiocysteine	5153	PDE1B	phosphodiesterase 1B, calmodulin-dependent
s,s-(2-hydroxyethyl)thiocysteine	5268	SERPINB5	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 5
s,s-(2-hydroxyethyl)thiocysteine	7298	TYMS	thymidylate synthetase
s,s-(2-hydroxyethyl)thiocysteine	9361	PRSS15	protease, serine, 15
staurosporine	1017	CDK2	cyclin-dependent kinase 2
staurosporine	1445	CSK	c-src tyrosine kinase
staurosporine	2932	GSK3B	glycogen synthase kinase 3 beta
staurosporine	3702	ITK	IL2-inducible T-cell kinase
staurosporine	3932	LCK	lymphocyte-specific protein tyrosine kinase
staurosporine	5170	PDPK1	3-phosphoinositide dependent protein kinase-1
staurosporine	5294	PIK3CG	phosphoinositide-3-kinase, catalytic, gamma polypeptide
staurosporine	5588	PRKCQ	protein kinase C, theta
staurosporine	6850	SYK	spleen tyrosine kinase
staurosporine	7535	ZAP70	zeta-chain (TCR) associated protein kinase 70kDa
staurosporine	9261	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
staurosporine	9361	PRSS15	protease, serine, 15
stearic acid	213	ALB	albumin
stearic acid	2170	FABP3	fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)
sti-571	3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog
sti-571	6850	SYK	spleen tyrosine kinase
su4984	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)
su9516	1017	CDK2	cyclin-dependent kinase 2
su9516	1020	CDK5	cyclin-dependent kinase 5
su9516	983	CDC2	cell division cycle 2, G1 to S and G2 to M
succinic acid	10536	LEPREL2	leprecan-like 2
succinic acid	1468	SLC25A10	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10
succinic acid	444	ASPH	aspartate beta-hydroxylase
succinic acid	5019	OXCT1	3-oxoacid CoA transferase 1
succinic acid	5033	P4HA1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I
succinic acid	5351	PLOD1	procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1
succinic acid	55214	LEPREL1	leprecan-like 1
succinic acid	55217	TMLHE	trimethyllysine hydroxylase, epsilon
succinic acid	56670	SUCNR1	succinate receptor 1
succinic acid	6389	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)
succinic acid	6390	SDHB	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
succinic acid	6391	SDHC	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa
succinic acid	6392	SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein
succinic acid	64064	OXCT2	3-oxoacid CoA transferase 2
succinic acid	64175	LEPRE1	leucine proline-enriched proteoglycan (leprecan) 1
succinic acid	64849	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3
succinic acid	6561	SLC13A1	solute carrier family 13 (sodium/sulfate symporters), member 1
succinic acid	7915	ALDH5A1	aldehyde dehydrogenase 5 family, member A1 (succinate-semialdehyde dehydrogenase)
succinic acid	8424	BBOX1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1
succinic acid	8630		3-hydroxysteroid epimerase
succinic acid	8801	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit
succinic acid	8802	SUCLG1	succinate-CoA ligase, GDP-forming, alpha subunit
succinic acid	8803	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit
succinic acid	8803	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit
succinic acid	8974	P4HA2	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II
succinic acid	8985	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
succinic acid	9058	SLC13A2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2
succinylcholine	1128	CHRM1	cholinergic receptor, muscarinic 1
sucralfate	213	ALB	albumin
sucralfate	2243	FGA	fibrinogen, A alpha polypeptide
sucralfate	2244	FGB	fibrinogen, B beta polypeptide
sucralfate	2266	FGG	fibrinogen, gamma polypeptide
sucrose	475	ATOX1	ATX1 antioxidant protein 1 homolog (yeast)
sufentanil	4988	OPRM1	opioid receptor, mu 1
sulfadoxine	1725	DHPS	deoxyhypusine synthase
sulfamethizole	213	ALB	albumin
sulfamic acid 2,3-o-(1-methylethylidene)-4,5-o-sulfonyl-beta-fructopyranose ester	760	CA2	carbonic anhydrase II
sulfasalazine	23657	SLC7A11	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11
sulfasalazine	38	ACAT1	acetyl-Coenzyme A acetyltransferase 1 (acetoacetyl Coenzyme A thiolase)
sulfinpyrazone	1244	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2
sulfinpyrazone	4363	ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1
sulindac	1950	EGF	epidermal growth factor (beta-urogastrone)
sulindac	213	ALB	albumin
sulindac	231	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)
sulindac	3265	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
sulindac	4313	MMP2	matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)
sulindac	5138	PDE2A	phosphodiesterase 2A, cGMP-stimulated
sulindac	5467	PPARD	peroxisome proliferative activated receptor, delta
sulindac	5595	MAPK3	mitogen-activated protein kinase 3
sulindac	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
sulindac	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
sulodexide	3053	SERPIND1	serine (or cysteine) proteinase inhibitor, clade D (heparin cofactor), member 1
sulodexide	462	SERPINC1	serine (or cysteine) proteinase inhibitor, clade C (antithrombin), member 1
sulpiride	1813	DRD2	dopamine receptor D2
sumatriptan	3351	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B
sumatriptan	3352	HTR1D	5-hydroxytryptamine (serotonin) receptor 1D
sumatriptan	3355	HTR1F	5-hydroxytryptamine (serotonin) receptor 1F
sumatriptan	3357	HTR2B	5-hydroxytryptamine (serotonin) receptor 2B
sunitinib	1436	CSF1R	colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog
sunitinib	2321	FLT1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
sunitinib	2322	FLT3	fms-related tyrosine kinase 3
sunitinib	2324	FLT4	fms-related tyrosine kinase 4
sunitinib	3791	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)
sunitinib	3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog
sunitinib	5156	PDGFRA	platelet-derived growth factor receptor, alpha polypeptide
sunitinib	5159	PDGFRB	platelet-derived growth factor receptor, beta polypeptide
sunitinib	5979	RET	ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)
suprofen	213	ALB	albumin
suprofen	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
suprofen	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
suramin	2147	F2	coagulation factor II (thrombin)
suramin	23408	SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)
suramin	5029	P2RY2	purinergic receptor P2Y, G-protein coupled, 2
(s)-wiskostatin	7454	WAS	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)
tacrine	43	ACHE	acetylcholinesterase (YT blood group)
tacrolimus	2280	FKBP1A	FK506 binding protein 1A, 12kDa
tadalafil	5141	PDE4A	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)
tadalafil	8654	PDE5A	phosphodiesterase 5A, cGMP-specific
talbutal	2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1
tamibarotene	5914	RARA	retinoic acid receptor, alpha
tamibarotene	5915	RARB	retinoic acid receptor, beta
tamoxifen	2053	EPHX2	epoxide hydrolase 2, cytoplasmic
tamoxifen	2099	ESR1	estrogen receptor 1
tamoxifen	2100	ESR2	estrogen receptor 2 (ER beta)
tamoxifen	5243	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1
tamsulosin	146	ADRA1D	adrenergic, alpha-1D-, receptor
tamsulosin	147	ADRA1B	adrenergic, alpha-1B-, receptor
tamsulosin	148	ADRA1A	adrenergic, alpha-1A-, receptor
tamsulosin	5004	ORM1	orosomucoid 1
tanaproget	5241	PGR	progesterone receptor
tartronate	9620	CELSR1	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)
tasosartan	185	AGTR1	angiotensin II receptor, type 1
tatp	23530	NNT	nicotinamide nucleotide transhydrogenase
taurocholic acid	2172	FABP6	fatty acid binding protein 6, ileal (gastrotropin)
tazarotene	5914	RARA	retinoic acid receptor, alpha
tazarotene	5915	RARB	retinoic acid receptor, beta
tazarotene	5916	RARG	retinoic acid receptor, gamma
tazarotene	5916	RARG	retinoic acid receptor, gamma
tazarotene	6257	RXRB	retinoid X receptor, beta
tegaserod	3350	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A
tegaserod	3352	HTR1D	5-hydroxytryptamine (serotonin) receptor 1D
tegaserod	3357	HTR2B	5-hydroxytryptamine (serotonin) receptor 2B
tegaserod	3360	HTR4	5-hydroxytryptamine (serotonin) receptor 4
tegaserod	6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
telithromycin	1576	CYP3A4	cytochrome P450, family 3, subfamily A, polypeptide 4
telmisartan	185	AGTR1	angiotensin II receptor, type 1
temazepam	706	BZRP	benzodiazapine receptor (peripheral)
temsirolimus	2475	FRAP1	FK506 binding protein 12-rapamycin associated protein 1
tenecteplase	2159	F10	coagulation factor X
tenecteplase	2243	FGA	fibrinogen, A alpha polypeptide
tenecteplase	2335	FN1	fibronectin 1
tenecteplase	284217	LAMA1	laminin, alpha 1
tenecteplase	302	ANXA2	annexin A2
tenecteplase	3816	KLK1	kallikrein 1, renal/pancreas/salivary
tenecteplase	3856	KRT8	keratin 8
tenecteplase	3910	LAMA4	laminin, alpha 4
tenecteplase	3911	LAMA5	laminin, alpha 5
tenecteplase	3912	LAMB1	laminin, beta 1
tenecteplase	3915	LAMC1	laminin, gamma 1 (formerly LAMB2)
tenecteplase	4035	LRP1	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)
tenecteplase	5054	SERPINE1	serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
tenecteplase	5055	SERPINB2	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 2
tenecteplase	5329	PLAUR	plasminogen activator, urokinase receptor
tenecteplase	7123	CLEC3B	C-type lectin domain family 3, member B
tenecteplase	811	CALR	calreticulin
tenecteplase	821	CANX	calnexin
teniposide	7153	TOP2A	topoisomerase (DNA) II alpha 170kDa
tenocyclidine	116443	GRIN3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A
tenocyclidine	116444	GRIN3B	glutamate receptor, ionotropic, N-methyl-D-aspartate 3B
tenocyclidine	2902	GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1
tenocyclidine	2903	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A
tenocyclidine	2904	GRIN2B	glutamate receptor, ionotropic, N-methyl D-aspartate 2B
tenocyclidine	2905	GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C
tenocyclidine	2906	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D
tenoxicam	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
tenoxicam	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
terazosin	146	ADRA1D	adrenergic, alpha-1D-, receptor
terazosin	147	ADRA1B	adrenergic, alpha-1B-, receptor
terazosin	148	ADRA1A	adrenergic, alpha-1A-, receptor
terbinafine	6713	SQLE	squalene epoxidase
terbutaline	154	ADRB2	adrenergic, beta-2-, receptor, surface
terconazole	1595	CYP51A1	cytochrome P450, family 51, subfamily A, polypeptide 1
